image,id,choice,annotator,annotation_id,created_at,updated_at,lead_time
http://localhost:8081/59079.png,8745,Matt Haney,1,1047,2022-09-15T04:28:19.510715Z,2022-09-15T04:28:19.510725Z,0.54
http://localhost:8081/35702.png,35722,Matt Haney,1,1046,2022-09-15T04:28:18.854380Z,2022-09-15T04:28:18.854392Z,0.572
http://localhost:8081/53054.png,34801,David Campos,1,1045,2022-09-15T04:28:18.152508Z,2022-09-15T04:28:18.152518Z,0.748
http://localhost:8081/56986.png,12038,Matt Haney,1,1044,2022-09-15T04:28:17.281087Z,2022-09-15T04:28:17.281098Z,0.521
http://localhost:8081/68322.png,70298,Matt Haney,1,1043,2022-09-15T04:28:16.642616Z,2022-09-15T04:28:16.642627Z,0.561
http://localhost:8081/29915.png,54341,David Campos,1,1042,2022-09-15T04:28:15.950288Z,2022-09-15T04:28:15.950298Z,0.666
http://localhost:8081/14053.png,26225,Matt Haney,1,1041,2022-09-15T04:28:15.161532Z,2022-09-15T04:28:15.161545Z,0.591
http://localhost:8081/60609.png,74549,Matt Haney,1,1040,2022-09-15T04:28:14.451400Z,2022-09-15T04:28:14.451413Z,0.679
http://localhost:8081/45747.png,22134,Matt Haney,1,1039,2022-09-15T04:28:13.638567Z,2022-09-15T04:28:13.638579Z,1.176
http://localhost:8081/41155.png,13883,Matt Haney,1,1038,2022-09-15T04:28:12.345122Z,2022-09-15T04:28:12.345135Z,1.635
http://localhost:8081/66428.png,35603,Matt Haney,1,1037,2022-09-15T04:28:10.594087Z,2022-09-15T04:28:10.594097Z,0.69
http://localhost:8081/54926.png,24890,David Campos,1,1036,2022-09-15T04:28:09.778020Z,2022-09-15T04:28:09.778036Z,0.981
http://localhost:8081/17695.png,73904,David Campos,1,1035,2022-09-15T04:28:08.679050Z,2022-09-15T04:28:08.679060Z,0.665
http://localhost:8081/3192.png,16823,Matt Haney,1,1034,2022-09-15T04:28:07.887771Z,2022-09-15T04:28:07.887788Z,0.676
http://localhost:8081/45975.png,22801,David Campos,1,1033,2022-09-15T04:28:07.090389Z,2022-09-15T04:28:07.090401Z,0.794
http://localhost:8081/51693.png,29236,Matt Haney,1,1032,2022-09-15T04:28:06.174749Z,2022-09-15T04:28:06.174759Z,0.572
http://localhost:8081/3937.png,39379,David Campos,1,1031,2022-09-15T04:28:05.482268Z,2022-09-15T04:28:05.482281Z,0.685
http://localhost:8081/37046.png,45145,Matt Haney,1,1030,2022-09-15T04:28:04.673337Z,2022-09-15T04:28:04.673349Z,0.626
http://localhost:8081/40790.png,54321,Matt Haney,1,1029,2022-09-15T04:28:03.923348Z,2022-09-15T04:28:03.923361Z,0.617
http://localhost:8081/74162.png,25372,David Campos,1,1028,2022-09-15T04:28:03.181707Z,2022-09-15T04:28:03.181720Z,0.681
http://localhost:8081/34160.png,41300,Matt Haney,1,1027,2022-09-15T04:28:02.378365Z,2022-09-15T04:28:02.378375Z,0.593
http://localhost:8081/3938.png,29541,Matt Haney,1,1026,2022-09-15T04:28:01.661985Z,2022-09-15T04:28:01.661998Z,0.579
http://localhost:8081/56862.png,44614,Matt Haney,1,1025,2022-09-15T04:28:00.961098Z,2022-09-15T04:28:00.961112Z,0.57
http://localhost:8081/20826.png,76058,Matt Haney,1,1024,2022-09-15T04:28:00.264775Z,2022-09-15T04:28:00.264785Z,0.666
http://localhost:8081/8112.png,38905,David Campos,1,1023,2022-09-15T04:27:59.471518Z,2022-09-15T04:27:59.471531Z,0.727
http://localhost:8081/22854.png,54454,David Campos,1,1022,2022-09-15T04:27:58.621146Z,2022-09-15T04:27:58.621157Z,0.869
http://localhost:8081/26196.png,20718,Matt Haney,1,1021,2022-09-15T04:27:57.628108Z,2022-09-15T04:27:57.628121Z,1.116
http://localhost:8081/29334.png,52594,Matt Haney,1,1020,2022-09-15T04:27:56.392752Z,2022-09-15T04:27:56.392763Z,0.787
http://localhost:8081/16058.png,58042,Matt Haney,1,1019,2022-09-15T04:27:55.481908Z,2022-09-15T04:27:55.481921Z,0.633
http://localhost:8081/4959.png,78561,David Campos,1,1018,2022-09-15T04:27:54.726869Z,2022-09-15T04:27:54.726879Z,0.891
http://localhost:8081/48740.png,75539,Matt Haney,1,1017,2022-09-15T04:27:53.704151Z,2022-09-15T04:27:53.704164Z,0.628
http://localhost:8081/24572.png,53746,Matt Haney,1,1016,2022-09-15T04:27:52.942549Z,2022-09-15T04:27:52.942565Z,0.559
http://localhost:8081/5431.png,25167,Matt Haney,1,1015,2022-09-15T04:27:52.260186Z,2022-09-15T04:27:52.260196Z,0.775
http://localhost:8081/15322.png,70626,Matt Haney,1,1014,2022-09-15T04:27:51.366170Z,2022-09-15T04:27:51.366182Z,0.575
http://localhost:8081/13294.png,55962,Matt Haney,1,1013,2022-09-15T04:27:50.664851Z,2022-09-15T04:27:50.664863Z,0.581
http://localhost:8081/30485.png,32056,Matt Haney,1,1012,2022-09-15T04:27:49.957774Z,2022-09-15T04:27:49.957786Z,0.645
http://localhost:8081/63761.png,46325,David Campos,1,1011,2022-09-15T04:27:49.189916Z,2022-09-15T04:27:49.189926Z,1.047
http://localhost:8081/55372.png,43824,David Campos,1,1010,2022-09-15T04:27:48.019015Z,2022-09-15T04:27:48.019029Z,4.323
http://localhost:8081/52764.png,32612,Matt Haney,1,1009,2022-09-15T04:27:43.571489Z,2022-09-15T04:27:43.571503Z,0.534
http://localhost:8081/30382.png,17202,David Campos,1,1008,2022-09-15T04:27:42.916755Z,2022-09-15T04:27:42.916767Z,0.796
http://localhost:8081/40660.png,2245,Matt Haney,1,1007,2022-09-15T04:27:42.008140Z,2022-09-15T04:27:42.008152Z,0.5
http://localhost:8081/74432.png,49172,Matt Haney,1,1006,2022-09-15T04:27:41.391667Z,2022-09-15T04:27:41.391679Z,0.573
http://localhost:8081/815.png,64899,David Campos,1,1005,2022-09-15T04:27:40.694880Z,2022-09-15T04:27:40.694893Z,0.798
http://localhost:8081/59475.png,66130,Matt Haney,1,1004,2022-09-15T04:27:39.770688Z,2022-09-15T04:27:39.770697Z,0.571
http://localhost:8081/8505.png,26360,Matt Haney,1,1003,2022-09-15T04:27:39.065846Z,2022-09-15T04:27:39.065858Z,0.544
http://localhost:8081/39035.png,68213,Matt Haney,1,1002,2022-09-15T04:27:38.403967Z,2022-09-15T04:27:38.403984Z,0.976
http://localhost:8081/32120.png,20409,Matt Haney,1,1001,2022-09-15T04:27:37.300117Z,2022-09-15T04:27:37.300130Z,0.649
http://localhost:8081/41018.png,8232,Matt Haney,1,1000,2022-09-15T04:27:36.532232Z,2022-09-15T04:27:36.532245Z,0.546
http://localhost:8081/75736.png,34473,Matt Haney,1,999,2022-09-15T04:27:35.866461Z,2022-09-15T04:27:35.866473Z,0.632
http://localhost:8081/49141.png,21977,Matt Haney,1,998,2022-09-15T04:27:35.113981Z,2022-09-15T04:27:35.113994Z,0.683
http://localhost:8081/57449.png,71394,Matt Haney,1,997,2022-09-15T04:27:34.309376Z,2022-09-15T04:27:34.309386Z,0.577
http://localhost:8081/32584.png,2120,Matt Haney,1,996,2022-09-15T04:27:33.603026Z,2022-09-15T04:27:33.603039Z,0.567
http://localhost:8081/73087.png,13184,David Campos,1,995,2022-09-15T04:27:32.917569Z,2022-09-15T04:27:32.917579Z,0.732
http://localhost:8081/4993.png,19289,Matt Haney,1,994,2022-09-15T04:27:32.062259Z,2022-09-15T04:27:32.062272Z,0.613
http://localhost:8081/4013.png,10355,Matt Haney,1,993,2022-09-15T04:27:31.323961Z,2022-09-15T04:27:31.323977Z,0.576
http://localhost:8081/2883.png,3645,David Campos,1,992,2022-09-15T04:27:30.631046Z,2022-09-15T04:27:30.631057Z,1.039
http://localhost:8081/59323.png,12296,Matt Haney,1,991,2022-09-15T04:27:29.476984Z,2022-09-15T04:27:29.476996Z,0.635
http://localhost:8081/69805.png,5942,Matt Haney,1,990,2022-09-15T04:27:28.726983Z,2022-09-15T04:27:28.726996Z,0.631
http://localhost:8081/78068.png,64567,Matt Haney,1,989,2022-09-15T04:27:27.964275Z,2022-09-15T04:27:27.964288Z,0.597
http://localhost:8081/77497.png,20835,David Campos,1,988,2022-09-15T04:27:27.242016Z,2022-09-15T04:27:27.242029Z,0.734
http://localhost:8081/37673.png,35680,Matt Haney,1,987,2022-09-15T04:27:26.389022Z,2022-09-15T04:27:26.389032Z,0.699
http://localhost:8081/33024.png,54093,Matt Haney,1,986,2022-09-15T04:27:25.568212Z,2022-09-15T04:27:25.568225Z,0.658
http://localhost:8081/44117.png,27863,Matt Haney,1,985,2022-09-15T04:27:24.783065Z,2022-09-15T04:27:24.783074Z,0.639
http://localhost:8081/34510.png,64535,Matt Haney,1,984,2022-09-15T04:27:24.023167Z,2022-09-15T04:27:24.023183Z,0.708
http://localhost:8081/51878.png,58932,David Campos,1,983,2022-09-15T04:27:23.190285Z,2022-09-15T04:27:23.190296Z,0.744
http://localhost:8081/46242.png,56380,Matt Haney,1,982,2022-09-15T04:27:22.316932Z,2022-09-15T04:27:22.316948Z,1.106
http://localhost:8081/39375.png,2988,Matt Haney,1,981,2022-09-15T04:27:21.085750Z,2022-09-15T04:27:21.085761Z,0.653
http://localhost:8081/21975.png,42658,Matt Haney,1,980,2022-09-15T04:27:20.321088Z,2022-09-15T04:27:20.321101Z,0.557
http://localhost:8081/18898.png,27771,Matt Haney,1,979,2022-09-15T04:27:19.621316Z,2022-09-15T04:27:19.621327Z,1.46
http://localhost:8081/26208.png,26795,Matt Haney,1,978,2022-09-15T04:27:18.041030Z,2022-09-15T04:27:18.041044Z,0.613
http://localhost:8081/43808.png,65290,David Campos,1,977,2022-09-15T04:27:17.305748Z,2022-09-15T04:27:17.305759Z,0.83
http://localhost:8081/61098.png,74501,David Campos,1,976,2022-09-15T04:27:16.353048Z,2022-09-15T04:27:16.353059Z,0.651
http://localhost:8081/45325.png,15818,Matt Haney,1,975,2022-09-15T04:27:15.571352Z,2022-09-15T04:27:15.571364Z,0.643
http://localhost:8081/15712.png,14446,David Campos,1,974,2022-09-15T04:27:14.810953Z,2022-09-15T04:27:14.810964Z,0.724
http://localhost:8081/22401.png,68112,David Campos,1,973,2022-09-15T04:27:13.972666Z,2022-09-15T04:27:13.972677Z,0.731
http://localhost:8081/61473.png,62384,Matt Haney,1,972,2022-09-15T04:27:13.113788Z,2022-09-15T04:27:13.113800Z,0.605
http://localhost:8081/39057.png,45028,Matt Haney,1,971,2022-09-15T04:27:12.384645Z,2022-09-15T04:27:12.384658Z,0.694
http://localhost:8081/40584.png,53119,David Campos,1,970,2022-09-15T04:27:11.569243Z,2022-09-15T04:27:11.569256Z,0.665
http://localhost:8081/354.png,63710,David Campos,1,969,2022-09-15T04:27:10.779401Z,2022-09-15T04:27:10.779412Z,0.615
http://localhost:8081/41108.png,35577,David Campos,1,968,2022-09-15T04:27:10.038019Z,2022-09-15T04:27:10.038029Z,0.697
http://localhost:8081/30521.png,19697,David Campos,1,967,2022-09-15T04:27:09.220685Z,2022-09-15T04:27:09.220695Z,0.807
http://localhost:8081/39058.png,34974,Matt Haney,1,966,2022-09-15T04:27:08.295916Z,2022-09-15T04:27:08.295934Z,0.737
http://localhost:8081/58111.png,24200,David Campos,1,965,2022-09-15T04:27:07.444903Z,2022-09-15T04:27:07.444920Z,1.164
http://localhost:8081/71609.png,28230,David Campos,1,964,2022-09-15T04:27:06.161223Z,2022-09-15T04:27:06.161234Z,0.772
http://localhost:8081/26259.png,76859,Matt Haney,1,963,2022-09-15T04:27:05.270447Z,2022-09-15T04:27:05.270460Z,0.701
http://localhost:8081/4261.png,23674,Matt Haney,1,962,2022-09-15T04:27:04.438606Z,2022-09-15T04:27:04.438623Z,0.656
http://localhost:8081/45411.png,43136,Matt Haney,1,961,2022-09-15T04:27:03.665621Z,2022-09-15T04:27:03.665630Z,0.741
http://localhost:8081/28498.png,74482,Matt Haney,1,960,2022-09-15T04:27:02.803711Z,2022-09-15T04:27:02.803724Z,0.671
http://localhost:8081/64415.png,23990,Matt Haney,1,959,2022-09-15T04:27:02.006502Z,2022-09-15T04:27:02.006517Z,0.572
http://localhost:8081/27419.png,67614,Matt Haney,1,958,2022-09-15T04:27:01.261341Z,2022-09-15T04:27:01.261351Z,0.616
http://localhost:8081/61342.png,21135,Matt Haney,1,957,2022-09-15T04:27:00.519668Z,2022-09-15T04:27:00.519679Z,0.67
http://localhost:8081/64349.png,33615,Matt Haney,1,956,2022-09-15T04:26:59.732228Z,2022-09-15T04:26:59.732240Z,0.903
http://localhost:8081/30899.png,28297,Matt Haney,1,955,2022-09-15T04:26:58.714696Z,2022-09-15T04:26:58.714708Z,1.027
http://localhost:8081/74687.png,62961,Matt Haney,1,954,2022-09-15T04:26:57.559870Z,2022-09-15T04:26:57.559886Z,0.598
http://localhost:8081/75212.png,73284,Matt Haney,1,953,2022-09-15T04:26:56.835756Z,2022-09-15T04:26:56.835767Z,0.652
http://localhost:8081/14846.png,48389,Matt Haney,1,952,2022-09-15T04:26:56.060318Z,2022-09-15T04:26:56.060328Z,0.814
http://localhost:8081/13079.png,42624,Matt Haney,1,951,2022-09-15T04:26:55.122417Z,2022-09-15T04:26:55.122428Z,0.662
http://localhost:8081/62927.png,25828,Matt Haney,1,950,2022-09-15T04:26:54.338573Z,2022-09-15T04:26:54.338584Z,1.217
http://localhost:8081/60738.png,28043,Matt Haney,1,949,2022-09-15T04:26:53.003822Z,2022-09-15T04:26:53.003832Z,0.627
http://localhost:8081/31808.png,38886,Matt Haney,1,948,2022-09-15T04:26:52.259338Z,2022-09-15T04:26:52.259348Z,0.595
http://localhost:8081/24496.png,7646,Matt Haney,1,947,2022-09-15T04:26:51.542608Z,2022-09-15T04:26:51.542621Z,0.632
http://localhost:8081/46061.png,36132,Matt Haney,1,946,2022-09-15T04:26:50.793864Z,2022-09-15T04:26:50.793877Z,0.801
http://localhost:8081/26217.png,42398,David Campos,1,945,2022-09-15T04:26:49.869062Z,2022-09-15T04:26:49.869076Z,0.943
http://localhost:8081/32811.png,13820,David Campos,1,944,2022-09-15T04:26:48.802055Z,2022-09-15T04:26:48.802070Z,1.0
http://localhost:8081/49700.png,74398,David Campos,1,943,2022-09-15T04:26:47.683236Z,2022-09-15T04:26:47.683248Z,0.7
http://localhost:8081/47541.png,23465,Matt Haney,1,942,2022-09-15T04:26:46.848120Z,2022-09-15T04:26:46.848132Z,0.563
http://localhost:8081/54323.png,57256,David Campos,1,941,2022-09-15T04:26:46.164197Z,2022-09-15T04:26:46.164207Z,0.815
http://localhost:8081/42878.png,10041,Matt Haney,1,940,2022-09-15T04:26:45.225610Z,2022-09-15T04:26:45.225622Z,0.632
http://localhost:8081/30835.png,72199,David Campos,1,939,2022-09-15T04:26:44.477033Z,2022-09-15T04:26:44.477043Z,0.795
http://localhost:8081/56053.png,51646,Matt Haney,1,938,2022-09-15T04:26:43.552981Z,2022-09-15T04:26:43.552994Z,0.623
http://localhost:8081/16347.png,12438,Matt Haney,1,937,2022-09-15T04:26:42.807141Z,2022-09-15T04:26:42.807154Z,0.586
http://localhost:8081/54269.png,50229,Matt Haney,1,936,2022-09-15T04:26:42.098186Z,2022-09-15T04:26:42.098197Z,0.54
http://localhost:8081/32117.png,48428,Matt Haney,1,935,2022-09-15T04:26:41.436798Z,2022-09-15T04:26:41.436811Z,0.682
http://localhost:8081/12872.png,2834,David Campos,1,934,2022-09-15T04:26:40.636149Z,2022-09-15T04:26:40.636160Z,0.821
http://localhost:8081/34411.png,43066,David Campos,1,933,2022-09-15T04:26:39.700075Z,2022-09-15T04:26:39.700087Z,0.681
http://localhost:8081/59843.png,77549,Matt Haney,1,932,2022-09-15T04:26:38.893658Z,2022-09-15T04:26:38.893675Z,0.597
http://localhost:8081/11116.png,27792,David Campos,1,931,2022-09-15T04:26:38.170065Z,2022-09-15T04:26:38.170075Z,0.672
http://localhost:8081/44195.png,62607,Matt Haney,1,930,2022-09-15T04:26:37.374763Z,2022-09-15T04:26:37.374775Z,0.547
http://localhost:8081/32579.png,7719,Matt Haney,1,929,2022-09-15T04:26:36.701304Z,2022-09-15T04:26:36.701313Z,2.808
http://localhost:8081/44125.png,55878,Matt Haney,1,928,2022-09-15T04:26:33.779760Z,2022-09-15T04:26:33.779770Z,0.577
http://localhost:8081/36022.png,31572,Matt Haney,1,927,2022-09-15T04:26:33.079411Z,2022-09-15T04:26:33.079423Z,0.647
http://localhost:8081/7097.png,19073,Matt Haney,1,926,2022-09-15T04:26:32.316518Z,2022-09-15T04:26:32.316528Z,0.988
http://localhost:8081/45883.png,68466,Matt Haney,1,925,2022-09-15T04:26:31.213296Z,2022-09-15T04:26:31.213307Z,0.862
http://localhost:8081/48371.png,15258,David Campos,1,924,2022-09-15T04:26:30.226429Z,2022-09-15T04:26:30.226439Z,0.58
http://localhost:8081/12912.png,4564,David Campos,1,923,2022-09-15T04:26:29.532485Z,2022-09-15T04:26:29.532497Z,0.635
http://localhost:8081/45469.png,13698,David Campos,1,922,2022-09-15T04:26:28.784172Z,2022-09-15T04:26:28.784183Z,0.712
http://localhost:8081/26632.png,23960,David Campos,1,921,2022-09-15T04:26:27.955253Z,2022-09-15T04:26:27.955265Z,0.68
http://localhost:8081/69901.png,37706,Matt Haney,1,920,2022-09-15T04:26:27.158561Z,2022-09-15T04:26:27.158574Z,0.63
http://localhost:8081/35085.png,50759,David Campos,1,919,2022-09-15T04:26:26.406609Z,2022-09-15T04:26:26.406621Z,0.774
http://localhost:8081/21431.png,39499,Matt Haney,1,918,2022-09-15T04:26:25.514611Z,2022-09-15T04:26:25.514620Z,0.635
http://localhost:8081/57939.png,10578,David Campos,1,917,2022-09-15T04:26:24.759689Z,2022-09-15T04:26:24.759706Z,0.808
http://localhost:8081/52474.png,9514,Matt Haney,1,916,2022-09-15T04:26:23.836300Z,2022-09-15T04:26:23.836313Z,1.062
http://localhost:8081/15450.png,70531,David Campos,1,915,2022-09-15T04:26:22.655167Z,2022-09-15T04:26:22.655178Z,0.784
http://localhost:8081/2189.png,23903,Matt Haney,1,914,2022-09-15T04:26:21.746775Z,2022-09-15T04:26:21.746790Z,0.581
http://localhost:8081/78422.png,51059,Matt Haney,1,913,2022-09-15T04:26:21.049998Z,2022-09-15T04:26:21.050008Z,0.617
http://localhost:8081/76885.png,1372,Matt Haney,1,912,2022-09-15T04:26:20.312726Z,2022-09-15T04:26:20.312735Z,0.595
http://localhost:8081/2044.png,75640,David Campos,1,911,2022-09-15T04:26:19.604065Z,2022-09-15T04:26:19.604078Z,0.685
http://localhost:8081/33616.png,37375,Matt Haney,1,910,2022-09-15T04:26:18.790310Z,2022-09-15T04:26:18.790323Z,0.627
http://localhost:8081/77872.png,25128,Matt Haney,1,909,2022-09-15T04:26:18.041531Z,2022-09-15T04:26:18.041544Z,1.033
http://localhost:8081/47408.png,21353,David Campos,1,908,2022-09-15T04:26:16.895151Z,2022-09-15T04:26:16.895160Z,0.709
http://localhost:8081/21436.png,53891,Matt Haney,1,907,2022-09-15T04:26:16.071868Z,2022-09-15T04:26:16.071880Z,0.547
http://localhost:8081/27984.png,19502,Matt Haney,1,906,2022-09-15T04:26:15.399777Z,2022-09-15T04:26:15.399788Z,0.962
http://localhost:8081/20944.png,73543,Matt Haney,1,905,2022-09-15T04:26:14.315547Z,2022-09-15T04:26:14.315560Z,1.169
http://localhost:8081/43835.png,67574,David Campos,1,904,2022-09-15T04:26:13.019389Z,2022-09-15T04:26:13.019399Z,0.636
http://localhost:8081/10938.png,12023,David Campos,1,903,2022-09-15T04:26:12.260960Z,2022-09-15T04:26:12.260972Z,0.636
http://localhost:8081/38883.png,68784,David Campos,1,902,2022-09-15T04:26:11.510084Z,2022-09-15T04:26:11.510097Z,0.656
http://localhost:8081/14347.png,9456,Matt Haney,1,901,2022-09-15T04:26:10.728448Z,2022-09-15T04:26:10.728462Z,0.667
http://localhost:8081/18545.png,10239,David Campos,1,900,2022-09-15T04:26:09.946008Z,2022-09-15T04:26:09.946021Z,11.824
http://localhost:8081/44137.png,45937,Matt Haney,1,899,2022-09-15T04:25:57.996890Z,2022-09-15T04:25:57.996903Z,0.995
http://localhost:8081/41813.png,680,Matt Haney,1,898,2022-09-15T04:25:56.877741Z,2022-09-15T04:25:56.877754Z,30.646
http://localhost:8081/45865.png,10108,David Campos,1,897,2022-09-15T04:25:26.114901Z,2022-09-15T04:25:26.114912Z,1.092
http://localhost:8081/61967.png,29994,David Campos,1,896,2022-09-15T04:25:24.907318Z,2022-09-15T04:25:24.907326Z,0.795
http://localhost:8081/25492.png,58014,David Campos,1,895,2022-09-15T04:25:23.996888Z,2022-09-15T04:25:23.996902Z,0.772
http://localhost:8081/66072.png,19389,Matt Haney,1,894,2022-09-15T04:25:23.096652Z,2022-09-15T04:25:23.096661Z,0.657
http://localhost:8081/57890.png,75633,Matt Haney,1,893,2022-09-15T04:25:22.320775Z,2022-09-15T04:25:22.320787Z,0.779
http://localhost:8081/64852.png,473,David Campos,1,892,2022-09-15T04:25:21.418077Z,2022-09-15T04:25:21.418091Z,0.988
http://localhost:8081/66122.png,61953,Matt Haney,1,891,2022-09-15T04:25:20.319095Z,2022-09-15T04:25:20.319106Z,0.714
http://localhost:8081/75273.png,54789,David Campos,1,890,2022-09-15T04:25:19.478466Z,2022-09-15T04:25:19.478476Z,1.203
http://localhost:8081/32162.png,59778,Matt Haney,1,889,2022-09-15T04:25:18.152066Z,2022-09-15T04:25:18.152077Z,0.639
http://localhost:8081/48577.png,16985,Matt Haney,1,888,2022-09-15T04:25:17.386665Z,2022-09-15T04:25:17.386682Z,0.672
http://localhost:8081/57053.png,15891,Matt Haney,1,887,2022-09-15T04:25:16.597678Z,2022-09-15T04:25:16.597692Z,0.668
http://localhost:8081/13985.png,3198,David Campos,1,886,2022-09-15T04:25:15.810106Z,2022-09-15T04:25:15.810118Z,0.812
http://localhost:8081/49431.png,21291,Matt Haney,1,885,2022-09-15T04:25:14.884539Z,2022-09-15T04:25:14.884553Z,0.6
http://localhost:8081/38271.png,77545,Matt Haney,1,884,2022-09-15T04:25:14.165030Z,2022-09-15T04:25:14.165042Z,0.633
http://localhost:8081/69540.png,6800,Matt Haney,1,883,2022-09-15T04:25:13.403963Z,2022-09-15T04:25:13.403974Z,0.626
http://localhost:8081/29602.png,6831,Matt Haney,1,882,2022-09-15T04:25:12.663443Z,2022-09-15T04:25:12.663454Z,0.746
http://localhost:8081/47223.png,35391,David Campos,1,881,2022-09-15T04:25:11.802850Z,2022-09-15T04:25:11.802863Z,0.732
http://localhost:8081/8015.png,2316,David Campos,1,880,2022-09-15T04:25:10.950404Z,2022-09-15T04:25:10.950421Z,0.951
http://localhost:8081/57544.png,24156,Matt Haney,1,879,2022-09-15T04:25:09.888873Z,2022-09-15T04:25:09.888883Z,0.853
http://localhost:8081/30528.png,39638,Matt Haney,1,878,2022-09-15T04:25:08.914829Z,2022-09-15T04:25:08.914842Z,1.044
http://localhost:8081/45616.png,58632,David Campos,1,877,2022-09-15T04:25:07.751258Z,2022-09-15T04:25:07.751267Z,0.881
http://localhost:8081/42971.png,55973,Matt Haney,1,876,2022-09-15T04:25:06.747051Z,2022-09-15T04:25:06.747060Z,0.703
http://localhost:8081/15180.png,51111,David Campos,1,875,2022-09-15T04:25:05.920233Z,2022-09-15T04:25:05.920250Z,0.852
http://localhost:8081/29012.png,4810,Matt Haney,1,874,2022-09-15T04:25:04.946605Z,2022-09-15T04:25:04.946618Z,0.643
http://localhost:8081/44973.png,74662,Matt Haney,1,873,2022-09-15T04:25:04.189034Z,2022-09-15T04:25:04.189045Z,0.669
http://localhost:8081/75903.png,25098,David Campos,1,872,2022-09-15T04:25:03.393625Z,2022-09-15T04:25:03.393635Z,0.962
http://localhost:8081/16980.png,62807,Matt Haney,1,871,2022-09-15T04:25:02.313162Z,2022-09-15T04:25:02.313174Z,0.754
http://localhost:8081/73433.png,24971,Matt Haney,1,870,2022-09-15T04:25:01.434188Z,2022-09-15T04:25:01.434199Z,0.663
http://localhost:8081/54682.png,47216,Matt Haney,1,869,2022-09-15T04:25:00.656600Z,2022-09-15T04:25:00.656610Z,0.605
http://localhost:8081/71457.png,2800,Matt Haney,1,868,2022-09-15T04:24:59.928913Z,2022-09-15T04:24:59.928930Z,0.66
http://localhost:8081/37405.png,11836,Matt Haney,1,867,2022-09-15T04:24:59.156435Z,2022-09-15T04:24:59.156448Z,0.758
http://localhost:8081/41033.png,3138,David Campos,1,866,2022-09-15T04:24:58.284043Z,2022-09-15T04:24:58.284055Z,0.858
http://localhost:8081/64287.png,60569,Matt Haney,1,865,2022-09-15T04:24:57.312933Z,2022-09-15T04:24:57.312945Z,0.73
http://localhost:8081/1656.png,28999,Matt Haney,1,864,2022-09-15T04:24:56.460515Z,2022-09-15T04:24:56.460526Z,0.749
http://localhost:8081/15668.png,61257,Matt Haney,1,863,2022-09-15T04:24:55.594894Z,2022-09-15T04:24:55.594906Z,0.707
http://localhost:8081/32426.png,4754,Matt Haney,1,862,2022-09-15T04:24:54.764835Z,2022-09-15T04:24:54.764847Z,0.859
http://localhost:8081/704.png,26168,David Campos,1,861,2022-09-15T04:24:53.791456Z,2022-09-15T04:24:53.791468Z,0.691
